E. type,el. size/image,Crack ratio,Rebar ratio,Spall ratio,Damage state
1,0.03580150462962963,0.0,0.0,0.10284490422694577,3
1,0.020315393518518517,0.0,0.0,0.013839434078716233,3
1,0.24818335262345678,0.03669993956858577,0.0,0.008141724296731845,3
1,0.01984712577160494,0.0,0.0,0.04952010691289029,3
1,0.1686009837962963,0.029790252595027045,0.0,0.0639310548009073,3
1,0.03703221450617284,0.0,0.0,0.21280114598254982,3
2,0.014076967592592592,0.0,0.0,0.0,3
2,0.0057966820987654325,0.0,0.0,0.020465890183028287,3
2,0.005705054012345679,0.006593406593406593,0.0,0.022738799661876585,4
2,0.010714699074074074,0.0,0.0,0.011747231974075074,3
2,0.05417920524691358,0.0025279048653267583,0.0,0.0,3
3,0.14946614583333334,0.0018358806580777137,0.0,0.0066401448054902185,3
3,0.024502314814814814,5.904581955597544e-05,3.9363879703983625e-05,0.009604786647772005,3
1,0.0026398533950617283,0.0,0.0,0.0,2
1,0.0022622492283950616,0.0,0.0,0.0,3
1,0.02808497299382716,0.0,0.0,0.017720693030204165,2
1,0.019012345679012346,0.0,0.0,0.0025872564935064935,2
1,0.016552372685185186,0.0,0.0,0.015441540657867903,2
1,0.01890625,0.0,0.0,0.012804815835118865,2
1,0.0022627314814814815,0.0,0.0,0.06862745098039216,3
1,0.0026398533950617283,0.0,0.0,0.01205699671172817,3
1,0.01892554012345679,0.01026908572011008,0.0,0.13296300071348485,3
1,0.0165673225308642,0.0013681085172032369,0.0,0.14472841590498922,3
1,0.019012345679012346,0.0,0.0,0.004616477272727273,2
1,0.028113908179012347,0.0,0.0,0.024169339760193493,2
1,0.0022632137345679013,0.0,0.0,0.0,2
1,0.0026398533950617283,0.0,0.0,0.0,3
1,0.018719135802469134,0.0,0.0,0.004637262984336356,2
1,0.01633101851851852,0.005522088353413655,0.0,0.19055634301913538,3
1,0.018743248456790124,0.00164668347656049,0.0,0.09599650079761231,3
1,0.02780912422839506,0.008948235498135785,0.0,0.13089395647273042,3
1,0.00242139274691358,0.0,0.0,0.0,2
1,0.003871527777777778,0.0,0.0,0.10500747384155455,3
2,0.0047077546296296294,0.0,0.0,0.0,3
2,0.0041628086419753085,0.0,0.0,0.0,2
2,0.003699363425925926,0.0,0.0,0.0,1
2,0.0032798032407407407,0.0,0.0,0.0,1
2,0.0034678819444444444,0.0,0.0,0.0,2
2,0.003908179012345679,0.0,0.0,0.0,3
2,0.004401523919753086,0.0,0.0,0.0,2
2,0.0049725115740740745,0.0,0.0,0.0005819028222286878,3
2,0.003681520061728395,0.0,0.0,0.0,2
2,0.004152199074074074,0.0,0.0,0.0,3
2,0.0032537615740740743,0.0,0.0,0.0,2
2,0.004636381172839506,0.0,0.0,0.0,3
3,0.0021513310185185186,0.0,0.0,0.0008966599417171038,3
3,0.0025848765432098767,0.0,0.0,0.0,2
3,0.003445216049382716,0.0,0.0,0.0,2
3,0.02666136188271605,0.0,0.0,0.006873473817491182,3
3,0.025166859567901236,0.0,0.0,0.0,2
3,0.024349440586419753,0.0,0.0,9.902754946426095e-05,2
3,0.02435474537037037,0.0,0.0,0.005227515741950814,3
3,0.02367042824074074,0.0,0.0,0.00413585151681845,3
1,0.006162229938271605,0.0018782282047268744,0.0,0.13875410862419785,3
1,0.01837770061728395,0.0,0.0,0.15054581715125434,3
1,0.0027338927469135804,0.0,0.0,0.03933674369377315,3
1,0.015231481481481481,0.0001583080040526849,0.0,0.4914197061803445,4
1,0.012780671296296297,0.0,0.0,0.11802882801298015,3
1,0.0107421875,0.0,0.0,0.10837261503928171,3
1,0.009136284722222223,0.0006334125098970705,0.0,0.09358669833729216,3
1,0.007912808641975308,0.0,0.0,0.13901755241345684,3
1,0.006869695216049383,0.0,0.0,0.15373815373815375,3
1,0.0068658371913580245,0.0021774250193158672,0.0,0.13387651892954977,3
1,0.007908950617283951,0.0,0.0,0.08121951219512195,3
1,0.009145929783950617,0.0,0.0,0.18027946216715002,3
1,0.010733506944444445,0.011232421260726962,0.0,0.5617109224064339,4
1,0.012783564814814815,0.0009808359740455712,0.0,0.2566017805945375,3
1,0.0027353395061728396,0.0015867418899858955,0.0,0.30870944992947813,4
1,0.01523630401234568,0.003323415838450339,0.0,0.13844400835601697,3
1,0.006162712191358025,0.007512324908052273,0.0,0.3404022223961186,4
1,0.018379147376543208,7.871743066306315e-05,0.0,0.1118312298286584,3
1,0.006864390432098765,0.0,0.0,0.17788393986230153,3
1,0.007908468364197532,0.06299164583206293,0.0,0.5838770656747363,4
1,0.009144000771604939,0.0005273983439691999,0.0,0.17098254311481462,3
1,0.010734471450617284,0.0,0.0,0.13864054988993216,3
1,0.012788869598765433,0.002300237565519062,0.0,0.24593687544779214,3
1,0.0027338927469135804,0.003351561121890986,0.0,0.35103192802963484,4
1,0.015237268518518518,0.00791239397392075,0.0,0.10903278896062793,3
1,0.006161265432098766,0.0,0.0,0.125,3
1,0.018379147376543208,0.0,0.0,0.09886909291280732,3
1,0.006863908179012346,0.0,0.0,0.12112695847677932,3
1,0.004749710648148148,0.0,0.0,0.0,3
1,0.0072815393518518515,0.0,0.0,0.003510166236174581,3
1,0.008690682870370371,0.0003884357138893513,0.0,0.05993008157149992,3
1,0.008507426697530865,0.0,0.0,0.12986792131965308,3
1,0.00824315200617284,0.0,0.0,0.13871175334932428,3
1,0.007819251543209877,0.0,0.0,0.12261009004563957,3
2,0.0037827932098765432,0.0,0.0,0.006374298827129016,2
2,0.0031298225308641976,0.0,0.0,0.001386748844375963,3
2,0.0026224922839506175,0.0,0.0,0.008458992276572269,3
2,0.0022024498456790125,0.0,0.0,0.0006568863586599519,3
2,0.00220727237654321,0.0,0.0,0.007865414026655014,3
2,0.0026181520061728395,0.0,0.0,0.03720758887456253,4
2,0.003125,0.0,0.0,0.0023148148148148147,3
2,0.0037827932098765432,0.0,0.0,0.0,3
2,0.0022058256172839508,0.0,0.0,0.0,3
2,0.0026181520061728395,0.0,0.0,0.0007367839381101492,3
2,0.0031264467592592594,0.0,0.0,0.0018509949097639982,4
2,0.0037803819444444443,0.0,0.0,0.0,3
3,0.00773533950617284,0.0,0.0,0.014463840399002495,4
3,0.005231963734567901,0.0,0.0,0.03474974652041663,3
3,0.026145351080246914,5.533523932491008e-05,0.0,0.011380614221156507,3
3,0.01694878472222222,0.0,0.0,0.0039265898420828,3
3,0.014417920524691359,6.689634411479413e-05,0.0,0.021473726460848913,4
3,0.012722318672839506,0.0,0.0,0.0247526629013305,3
3,0.011097608024691358,0.0,0.0,0.032635146879888756,4
3,0.009884741512345679,0.0,0.0,0.015270527394252817,3
3,0.00871286651234568,0.0,0.0,0.05440859024741241,3
1,0.0038155864197530866,0.0,0.0,0.04537411526794742,3
1,0.005213155864197531,0.0,0.0,0.1122109158186864,3
1,0.006977237654320988,0.0,0.0,0.0037323748963229196,2
1,0.10314573688271605,0.0674153626047886,0.0,0.09422908786579579,3
1,0.027059220679012345,0.0008198182142220639,0.0,0.07560149705934771,3
1,0.006956983024691358,0.0,0.0,0.0018716206848745321,2
1,0.026956983024691357,0.0,0.0,0.1012737486135461,3
1,0.006934799382716049,0.0,0.0,0.09840055632823366,3
1,0.12446421682098766,0.029125611707589243,0.0,0.024181580772524205,3
1,0.02295138888888889,0.0018700621953269456,0.0,0.08282904689863843,3
1,0.02720437885802469,0.0,0.0,0.014908439843292974,3
2,0.004074556327160494,0.0,0.0,0.0,3
2,0.00634789737654321,0.0,0.0,0.0,3
2,0.0019970100308641975,0.0,0.0,0.0,3
2,0.02517843364197531,0.00040222179659069144,0.0,0.007546447040796782,3
2,0.006319926697530864,0.0,0.0,0.0014498283098054179,3
2,0.001990740740740741,0.0,0.0,0.0,2
2,0.0019849537037037036,0.0,0.0,0.0,3
2,0.006296296296296296,0.0,0.0,0.004748774509803921,3
2,0.024252507716049383,0.0,0.0,1.9884668920262478e-05,3
3,0.010384837962962964,0.0,0.0,0.00023219095384043837,3
3,0.013980516975308641,0.0,0.0,0.0068299413590893416,2
3,0.024657118055555555,0.0,0.0,0.00995521132820904,3
3,0.03666570216049383,0.0,0.0,0.008733394712613442,3
1,0.0508251350308642,0.0,0.0,0.007306126709111784,2
1,0.05369261188271605,0.0,0.0,0.009754169772851793,2
1,0.04928819444444445,0.0,0.0,0.010743219443466009,2
1,0.05749662422839506,0.0021891381841056827,0.0,0.11886768714615223,3
1,0.05748263888888889,0.010688278130138595,0.0,0.13613711869525824,3
1,0.049302179783950614,0.00016628681541185333,0.0,0.07394872497138888,3
1,0.05365403163580247,0.0,0.0,0.007352346369217218,2
1,0.05081983024691358,0.0,0.0,0.016853292844942115,2
1,0.016833043981481482,0.0,0.0,0.0,3
1,0.025777874228395063,0.0,0.0,0.014741922810693506,2
1,0.026552854938271604,0.0,0.0,0.0035779150018162005,2
1,0.02702690972222222,0.0,0.0,0.13550309583712505,3
2,0.008031442901234568,0.0,0.0,0.0,2
2,0.01099392361111111,0.0,0.0,0.0,2
2,0.010112847222222223,0.0,0.0,0.0,1
2,0.009268422067901235,0.0,0.0,0.0,2
2,0.009278549382716049,0.0,0.0,0.0,2
2,0.010102719907407407,0.0,0.0,0.0,2
2,0.011005979938271605,0.0,0.0,0.0008325300148979056,3
2,0.008033371913580247,0.0,0.0,0.0,2
3,0.039250096450617285,0.0,0.0,0.004730368968779565,2
3,0.036479552469135805,0.0,0.0,0.00010575855322299191,2
3,0.034243827160493824,0.0,0.0,0.00273208652546192,3
3,0.03206838348765432,0.0,0.0,0.0014286358783102996,1
1,0.05730372299382716,0.005251420155691143,0.0,0.22257100778455713,3
1,0.03400462962962963,0.013969253460403903,0.0,0.21141082368958475,3
1,0.03158179012345679,0.0007940386024920597,0.00995602247740044,0.29446616173955537,3
1,0.02432098765432099,0.017488895939086296,5.948604060913706e-05,0.7062777601522843,4
1,0.016241319444444444,0.0021972801235227747,0.0,0.18353227626343607,3
1,0.01615451388888889,0.00026867275658248256,0.0,0.09015463609767747,3
1,0.029483989197530865,0.0,0.0,0.1619451077889365,3
1,0.05855420524691358,3.294404454034822e-05,0.0,0.0810505855803917,3
1,0.058370466820987656,0.0006361691053149037,0.0,0.14279104736568157,3
1,0.12360725308641975,0.0018844221105527637,0.0,0.10631183869658853,3
2,0.002127218364197531,0.0,0.0,0.0,3
2,0.014243827160493827,3.385698808234019e-05,0.0,0.010800379198266522,3
2,0.030104648919753087,0.0,0.0,0.021417701241489787,3
2,0.012838541666666667,0.0,0.0,0.0,2
2,0.0060416666666666665,0.0,0.0,0.016283524904214558,3
2,0.0033116319444444443,0.0,0.0,0.0,3
2,0.0032923418209876544,0.0,0.0,0.0,3
2,0.0048828125,0.0,0.0,0.0,3
2,0.006490162037037037,0.0,0.0,0.0,3
3,0.004067322530864197,0.0005928385107896609,0.0,0.018259426132321555,4
3,0.012999131944444445,0.0,0.00040808755332962345,0.011574846967167502,3
3,0.021259645061728394,0.0,0.0,0.07068324108520098,2
3,0.11736496913580247,0.00027119424082048583,0.0,0.013493967982643568,3
3,0.08749517746913581,3.3070605743261865e-05,0.0,0.010323540759521578,3
1,0.03536120756172839,0.010282986703034435,0.0,0.0,2
1,0.012301793981481481,0.0,0.0,0.0,2
1,0.3399609375,0.014687712339862938,0.0,0.06876300637072785,3
2,0.07927372685185186,0.0007786740640702754,0.0,0.009976761445900402,3
2,0.0182007137345679,0.004769348983863703,0.0,0.012612278423995125,3
3,0.14267939814814815,0.0004360170350841614,0.0,0.01721084296626783,3
1,0.019749228395061727,0.0,0.0,0.08868919710881032,3
1,0.006497878086419753,0.00823808816980852,0.0,0.21938548315273862,3
1,0.006442901234567902,0.0,0.0,0.2940119760479042,3
1,0.014779610339506173,0.0,0.0,0.05253369008385813,2
1,0.017532310956790125,2.7506532801540365e-05,0.0,0.13304909916105076,3
1,0.018056037808641977,0.0,0.0,0.009508293047728426,2
1,0.022497106481481483,0.00034297963558413717,0.0,0.13258306538049303,3
1,0.038944347993827164,0.0,0.0,0.016729614265370566,2
1,0.09425154320987654,0.002849979533360622,0.0,0.04766680311092918,3
1,0.01799141589506173,0.0,0.0,0.021631329241161176,2
1,0.0029480131172839505,0.0,0.0,0.006707017830852282,2
1,0.0221484375,0.0,0.0,0.0033966947547194462,2
1,0.0328125,0.0,0.0,0.023309817754262198,2
1,0.050163483796296295,0.0,0.0,0.0,2
2,0.015194830246913581,0.0,0.0,0.0,3
2,0.007964409722222222,0.0,0.0,0.00024220405691795338,3
2,0.004623360339506173,0.0,0.0,0.001043079169708981,2
2,0.002915702160493827,0.0,0.0,0.0,2
2,0.002905092592592593,0.0,0.0,0.0,2
2,0.004607445987654321,0.0,0.0,0.0,2
2,0.007921489197530864,0.0,0.0,0.0,2
2,0.015044849537037037,0.0,0.0,0.0,2
2,0.002893036265432099,0.0,0.0,0.0,2
3,0.011829668209876543,0.0,0.0,0.0,2
3,0.015709394290123458,0.0,0.0,0.0022716807367613202,2
3,0.02189091435185185,0.0,0.0,0.001740356442623312,2
3,0.03260127314814815,0.0,0.0,0.0008727552439276945,2
1,0.0622169174382716,0.31723159681582475,0.0,0.295195057862386,4
1,0.22679398148148147,0.003376711746193757,0.0,0.059181764055456325,3
1,0.16169222608024691,0.03517902679809714,0.0,0.24955783885351268,3
2,0.031166570216049384,0.0005415693131353769,0.0,0.0,3
2,0.06483940972222223,0.0,0.0,0.0036221374329681445,3
3,0.12268132716049383,0.010621403188779521,0.0,0.011969716028805937,3
1,0.030963541666666667,0.0,0.0,0.00012459894713889668,2
1,0.0024445408950617285,0.0,0.0,0.0,2
1,0.0053954475308641975,0.0,0.0,0.0,2
1,0.012427662037037037,0.0,0.0,0.11455180442374854,3
1,0.04098090277777778,0.014744992821671491,0.0,0.084645437642684,3
1,0.0024074074074074076,0.0,0.0,0.0,2
1,0.005296103395061728,0.0,0.0,0.00036423238025860496,2
1,0.07218364197530865,0.0,0.0,0.006006146445750936,2
1,0.012154224537037036,0.0,0.0,0.0,2
1,0.03837577160493827,0.002626420026138534,0.0,0.057768673972051876,3
2,0.0035595100308641976,0.0,0.0,0.0,2
2,0.0026007908950617283,0.0,0.0,0.0,2
2,0.0020071373456790123,0.0,0.0,0.0,3
2,0.004150270061728395,0.0,0.0,0.0,2
2,0.01025221836419753,0.0,0.0,0.0,2
2,0.025207368827160494,0.0,0.0,0.0017218289649894778,2
2,0.0026673418209876543,0.0,0.0,0.0,2
2,0.0027319637345679013,0.0,0.0,0.0,2
3,0.031166570216049384,0.0,0.0,0.0,2
3,0.037134452160493825,0.0,0.0,0.0,2
3,0.04645929783950617,0.0,0.0,0.0004982457597209823,2
3,0.06535445601851853,0.0,0.0,0.0,2
3,0.12065827546296297,0.0,0.0,0.011690787659324452,2
1,0.011747685185185186,0.0033661740558292284,0.0,0.03538587848932676,2
1,0.0050347222222222225,0.0,0.0,0.0,2
1,0.011202256944444445,0.003142623444831891,0.0,0.21145981316457876,3
1,0.021643518518518517,0.00033422459893048126,0.0,0.069674688057041,3
1,0.0947337962962963,0.0004327020973325188,1.0181225819588678e-05,0.0023009570352270415,2
1,0.06742332175925926,0.0,0.0,0.005958128589718831,2
1,0.021643518518518517,0.0,0.0,0.010450089126559715,2
1,0.0947337962962963,0.0,0.0,0.009860517206271634,2
1,0.06742332175925926,0.0,0.0,0.08568117932321953,3
2,0.0061342592592592594,0.0,0.0,0.0,2
2,0.021469907407407406,0.0,0.0,0.00029200359389038635,3
2,0.016025752314814814,0.0,0.0,0.0,2
2,0.0061342592592592594,0.0,0.0,0.0,3
2,0.021469907407407406,0.0,0.0,0.0,1
2,0.016025752314814814,0.0,0.0,0.010953627636845115,3
2,0.0061342592592592594,0.0,0.0,0.0,2
2,0.021469907407407406,0.0,0.0,0.0,2
2,0.016025752314814814,0.0,0.0,0.0,2
3,0.048505015432098765,0.0,0.0,0.004155895804334858,3
3,0.0480516975308642,0.0,0.0,0.010236852669610599,2
1,0.004352334104938272,0.0,0.0,0.0,3
1,0.00923900462962963,0.0,0.0,0.0,2
1,0.008409047067901234,0.0,0.0,0.03916958192349601,3
1,0.005382908950617284,0.0,0.0,0.00017917935853789643,2
1,0.016337287808641975,0.0,0.0,0.018537650913599196,2
1,0.01220775462962963,0.003120802717863633,0.0,0.00458244449711622,2
1,0.011369116512345678,0.0,0.0,0.003435843054082715,2
1,0.012909915123456791,0.002054538662682107,0.0,0.0692192753081808,3
1,0.011422646604938271,0.0,0.0,0.06548171915899688,3
1,0.008410011574074073,0.0,0.0,0.08733298927690808,3
1,0.005382908950617284,0.0,0.0,0.019351370722092816,3
1,0.02435136959876543,0.004376670957520546,0.0,0.09222695316367957,3
1,0.014696662808641976,0.0025594749794913864,0.0,0.11136997538966366,3
1,0.011380208333333334,0.0,0.0,0.0013984235952199339,2
1,0.005382908950617284,0.0,0.0,0.015857373230603836,3
1,0.008409047067901234,0.0,0.0,0.0,2
1,0.011421682098765432,0.0,0.0,0.09006080054044925,4
1,0.01290943287037037,0.0,0.0,0.0,2
1,0.011378761574074074,0.0,0.0,0.005170586988768807,2
1,0.01469039351851852,0.0,0.0,0.015100781301293414,2
1,0.024349922839506172,0.0,0.0,0.011625604056088094,2
1,0.005382908950617284,0.0,0.0,0.0,2
1,0.008409529320987654,0.0,0.0,0.0048744122032343155,2
1,0.011422646604938271,0.0,0.0,0.045638773959300855,3
1,0.012909915123456791,0.0,0.0,0.0,2
